"Site","Year","Month","Amount"
"WHEATFIELDS WX",2014,9,68.58
"WHEATFIELDS WX",2014,10,35.56
"WHEATFIELDS WX",2014,11,15.24
"WHEATFIELDS WX",2014,12,48.26
"WHEATFIELDS WX",2014,1,3.81
"WHEATFIELDS WX",2014,2,6.858
"WHEATFIELDS WX",2014,3,30.48
"WHISKEY CREEK SC",2014,4,35.56
"WHISKEY CREEK SC",2014,5,34.29
"WHISKEY CREEK SC",2014,6,1.27
"WHISKEY CREEK SC",2014,7,76.2
"WHISKEY CREEK SC",2014,8,15.24
"WHISKEY CREEK SC",2014,9,38.1
"WHISKEY CREEK SC",2014,10,55.88
"WHISKEY CREEK SC",2014,11,25.4
"WHISKEY CREEK SC",2014,12,38.1
"WHISKEY CREEK SC",2014,1,1.27
"WHISKEY CREEK SC",2014,2,19.05
"WHISKEY CREEK SC",2014,3,48.26
"WHITE CLAY",2014,4,26.67
"WHITE CLAY",2014,5,20.32
"WHITE CLAY",2014,6,0
"WHITE CLAY",2014,7,62.23
"WHITE CLAY",2014,8,21.59
"WHITE CLAY",2014,9,52.07
"WHITE CLAY",2014,10,48.26
"WHITE CLAY",2014,11,12.7
"WHITE CLAY",2014,12,43.18
"WHITE CLAY",2014,1,0
"WHITE CLAY",2014,2,46.99
"WHITE CLAY",2014,3,2.54
"WIDE RUINS WX",2014,4,12.7
"WIDE RUINS WX",2014,5,7.62
"WIDE RUINS WX",2014,6,0
"WIDE RUINS WX",2014,7,39.37
"WIDE RUINS WX",2014,8,67.818
"WIDE RUINS WX",2014,9,38.1
"WIDE RUINS WX",2014,10,53.34
"WIDE RUINS WX",2014,11,0
"WIDE RUINS WX",2014,12,41.656
"WIDE RUINS WX",2014,1,4.572
"WIDE RUINS WX",2014,2,34.036
"WIDE RUINS WX",2014,3,2.032
"WIND ROCK VALLEY",2014,4,5.588
"WIND ROCK VALLEY",2014,5,12.7
"WIND ROCK VALLEY",2014,6,0
"WIND ROCK VALLEY",2014,7,58.166
"WIND ROCK VALLEY",2014,8,35.56
"WIND ROCK VALLEY",2014,9,27.94
"WIND ROCK VALLEY",2014,10,3.81
"WIND ROCK VALLEY",2014,11,3.81
"WIND ROCK VALLEY",2014,12,33.02
"WIND ROCK VALLEY",2014,1,0
"WIND ROCK VALLEY",2014,2,40.132
"WIND ROCK VALLEY",2014,3,10.16
"WOODSPRINGS WX",2014,4,13.97
"WOODSPRINGS WX",2014,5,16.002
"WOODSPRINGS WX",2014,6,0
"WOODSPRINGS WX",2014,7,38.608
"WOODSPRINGS WX",2014,8,38.1
"WOODSPRINGS WX",2014,9,23.622
"WOODSPRINGS WX",2014,10,36.83
"WOODSPRINGS WX",2014,11,2.54
"WOODSPRINGS WX",2014,12,58.42
"WOODSPRINGS WX",2014,1,0
"WOODSPRINGS WX",2014,2,33.02
"WOODSPRINGS WX",2014,3,2.54
